                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    124,                 1.1018,                0.93355,                 1.3615,                0.78858,                0.62618,                0.72759,                0.40919,                 1.5409,                 1.2251,                 1.8094,              0.0024513,              0.0024513,              0.0024513
                    125,                 1.1003,                0.92208,                 1.3478,                 0.7191,                0.71293,                0.75331,                0.40889,                 1.5107,                 1.1953,                  1.796,              0.0023894,              0.0023894,              0.0023894
                    126,                 1.0904,                0.89894,                 1.3434,                 0.7918,                 0.7082,                 0.7658,                0.41712,                  1.508,                 1.1602,                 1.7721,              0.0023275,              0.0023275,              0.0023275
                    127,                 1.0986,                0.92146,                 1.3788,                0.78909,                0.67035,                 0.7506,                0.41147,                 1.5281,                 1.1119,                 1.7979,              0.0022656,              0.0022656,              0.0022656
                    128,                 1.0802,                0.91446,                 1.3462,                0.72079,                0.68139,                0.72058,                0.39622,                 1.5866,                 1.1862,                 1.8535,              0.0022038,              0.0022038,              0.0022038
                    129,                 1.0837,                0.90288,                 1.3517,                0.75231,                0.63407,                0.71996,                0.39266,                  1.545,                 1.2007,                 1.8061,              0.0021419,              0.0021419,              0.0021419
                    130,                 1.0642,                 0.9005,                 1.3484,                 0.7901,                0.68276,                0.76253,                0.43134,                 1.4991,                  1.154,                 1.7544,                0.00208,                0.00208,                0.00208
                    131,                 1.0671,                0.90836,                 1.3333,                0.76272,                0.72397,                0.77414,                0.41604,                 1.5545,                 1.1322,                 1.8024,              0.0020181,              0.0020181,              0.0020181
                    132,                 1.0412,                0.87421,                 1.3182,                0.74922,                0.67508,                0.75033,                0.42162,                 1.5431,                 1.1322,                 1.8145,              0.0019563,              0.0019563,              0.0019563
                    133,                 1.0549,                0.87735,                 1.3078,                0.77388,                0.66938,                0.74545,                0.41656,                 1.5796,                  1.171,                 1.8295,              0.0018944,              0.0018944,              0.0018944
                    134,                 1.0387,                0.87139,                 1.3283,                0.76548,                0.68297,                0.75667,                0.42394,                 1.5015,                 1.1378,                 1.7784,              0.0018325,              0.0018325,              0.0018325
                    135,                 1.0285,                0.84103,                 1.3137,                0.76057,                0.70505,                0.75936,                0.41768,                 1.5281,                 1.1664,                 1.7945,              0.0017706,              0.0017706,              0.0017706
                    136,                 1.0234,                0.83324,                 1.3048,                 0.7829,                0.65615,                0.73995,                0.41019,                 1.5438,                 1.1773,                  1.791,              0.0017087,              0.0017087,              0.0017087
                    137,                 1.0483,                0.85696,                 1.3114,                0.73797,                0.73659,                0.77001,                0.42762,                 1.5194,                 1.0989,                 1.7903,              0.0016469,              0.0016469,              0.0016469
                    138,                 1.0263,                0.84521,                 1.3063,                0.77847,                0.71451,                0.76827,                0.43426,                 1.4975,                 1.1208,                 1.7717,               0.001585,               0.001585,               0.001585
                    139,                 1.0116,                 0.8283,                 1.2931,                0.73428,                0.74968,                0.77384,                0.42993,                 1.5406,                 1.1303,                 1.8088,              0.0015231,              0.0015231,              0.0015231
                    140,                  0.976,                0.80322,                 1.2682,                0.74929,                0.68824,                0.74981,                0.41655,                 1.5673,                 1.1605,                 1.8514,              0.0014612,              0.0014612,              0.0014612
                    141,                0.99845,                0.80498,                 1.2863,                0.78884,                0.66562,                0.74237,                0.41669,                 1.4922,                 1.1695,                 1.7936,              0.0013994,              0.0013994,              0.0013994
                    142,                0.99846,                0.83575,                 1.3006,                0.77383,                0.70662,                0.76525,                0.42964,                 1.5218,                 1.1319,                  1.783,              0.0013375,              0.0013375,              0.0013375
