                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                 1.2682,                 1.1003,                 1.4597,                0.75228,                0.58202,                0.68206,                0.36923,                 1.5877,                 1.4097,                 1.7844,              0.0053594,              0.0053594,              0.0053594
                     78,                 1.2752,                 1.1084,                   1.46,                0.76121,                0.66874,                0.72903,                 0.3995,                 1.5767,                 1.2713,                 1.7569,              0.0052975,              0.0052975,              0.0052975
                     79,                 1.2774,                 1.1006,                 1.4771,                0.72573,                0.69558,                0.74622,                0.39887,                 1.5685,                 1.2588,                 1.7292,              0.0052356,              0.0052356,              0.0052356
                     80,                 1.2461,                 1.0735,                 1.4403,                0.74227,                 0.6877,                0.72506,                 0.3897,                 1.5357,                 1.2526,                 1.7021,              0.0051737,              0.0051737,              0.0051737
                     81,                 1.2186,                 1.0611,                 1.4193,                0.75352,                0.67192,                0.74536,                0.41268,                  1.571,                 1.2147,                 1.7219,              0.0051119,              0.0051119,              0.0051119
                     82,                 1.1846,                 1.0142,                 1.3994,                0.72226,                 0.6877,                0.73627,                0.40524,                 1.5453,                 1.1917,                 1.7199,                0.00505,                0.00505,                0.00505
                     83,                 1.2044,                 1.0435,                 1.4028,                0.77499,                0.65457,                0.73239,                0.40741,                 1.5437,                 1.1866,                 1.7407,              0.0049881,              0.0049881,              0.0049881
                     84,                 1.2082,                 1.0314,                 1.4179,                0.70905,                0.73817,                0.75144,                 0.4099,                 1.5105,                 1.2195,                 1.6982,              0.0049263,              0.0049263,              0.0049263
                     85,                 1.1734,                 1.0224,                 1.3831,                0.73712,                0.66246,                 0.7197,                0.38904,                 1.6199,                 1.2451,                 1.7865,              0.0048644,              0.0048644,              0.0048644
                     86,                 1.1767,                0.96997,                 1.3861,                0.78906,                0.70662,                 0.7627,                0.42815,                 1.5107,                 1.1618,                 1.6984,              0.0048025,              0.0048025,              0.0048025
                     87,                 1.1519,                0.95071,                 1.3732,                 0.7681,                0.71052,                0.75465,                 0.4262,                 1.5215,                 1.1814,                 1.7199,              0.0047406,              0.0047406,              0.0047406
                     88,                 1.1465,                0.95162,                 1.3868,                0.74485,                0.65457,                0.72273,                0.39791,                 1.6038,                 1.2146,                 1.7957,              0.0046788,              0.0046788,              0.0046788
